"idDate","date","numWeek","nameOf","continuousHoliday","nameDay","checkHoliday","nameType"
"767","2022-02-05","6","Normal Day","no","Saturday","holiday","weekEnd"
"768","2022-02-06","6","Normal Day","no","Sunday","holiday","weekEnd"
"769","2022-02-07","6","Normal Day","no","Monday","not holiday","weekDay"
"770","2022-02-08","6","Normal Day","no","Tuesday","not holiday","weekDay"
"771","2022-02-09","6","Normal Day","no","Wednesday","not holiday","weekDay"
"772","2022-02-10","6","Normal Day","no","Thursday","not holiday","weekDay"
"773","2022-02-11","6","Normal Day","no","Friday","not holiday","weekDay"
"774","2022-02-12","7","Normal Day","no","Saturday","holiday","weekEnd"
"775","2022-02-13","7","Normal Day","no","Sunday","holiday","weekEnd"
"776","2022-02-14","7","Normal Day","no","Monday","not holiday","weekDay"
"777","2022-02-15","7","Normal Day","no","Tuesday","not holiday","weekDay"
"778","2022-02-16","7","Makha Bucha Day","no","Wednesday","holiday","Spacial"
"779","2022-02-17","7","Normal Day","no","Thursday","not holiday","weekDay"
"780","2022-02-18","7","Normal Day","no","Friday","not holiday","weekDay"
"781","2022-02-19","8","Normal Day","no","Saturday","holiday","weekEnd"
"782","2022-02-20","8","Normal Day","no","Sunday","holiday","weekEnd"
"783","2022-02-21","8","Normal Day","no","Monday","not holiday","weekDay"
"784","2022-02-22","8","Normal Day","no","Tuesday","not holiday","weekDay"
"785","2022-02-23","8","Normal Day","no","Wednesday","not holiday","weekDay"
"786","2022-02-24","8","Normal Day","no","Thursday","not holiday","weekDay"
"787","2022-02-25","8","Normal Day","no","Friday","not holiday","weekDay"
"788","2022-02-26","9","Normal Day","no","Saturday","holiday","weekEnd"
"789","2022-02-27","9","Normal Day","no","Sunday","holiday","weekEnd"
"790","2022-02-28","9","Normal Day","no","Monday","not holiday","weekDay"
"791","2022-03-01","9","Normal Day","no","Tuesday","not holiday","weekDay"
"792","2022-03-02","9","Normal Day","no","Wednesday","not holiday","weekDay"
"793","2022-03-03","9","Normal Day","no","Thursday","not holiday","weekDay"
"794","2022-03-04","9","Normal Day","no","Friday","not holiday","weekDay"
"795","2022-03-05","10","Normal Day","no","Saturday","holiday","weekEnd"
"796","2022-03-06","10","Normal Day","no","Sunday","holiday","weekEnd"
"797","2022-03-07","10","Normal Day","no","Monday","not holiday","weekDay"
"798","2022-03-08","10","Normal Day","no","Tuesday","not holiday","weekDay"
"799","2022-03-09","10","Normal Day","no","Wednesday","not holiday","weekDay"
"800","2022-03-10","10","Normal Day","no","Thursday","not holiday","weekDay"
"801","2022-03-11","10","Normal Day","no","Friday","not holiday","weekDay"
"802","2022-03-12","11","Normal Day","no","Saturday","holiday","weekEnd"
"803","2022-03-13","11","Normal Day","no","Sunday","holiday","weekEnd"
"804","2022-03-14","11","Normal Day","no","Monday","not holiday","weekDay"
"805","2022-03-15","11","Normal Day","no","Tuesday","not holiday","weekDay"
"806","2022-03-16","11","Normal Day","no","Wednesday","not holiday","weekDay"
"807","2022-03-17","11","Normal Day","no","Thursday","not holiday","weekDay"
"808","2022-03-18","11","Normal Day","no","Friday","not holiday","weekDay"
"809","2022-03-19","12","Normal Day","no","Saturday","holiday","weekEnd"
"810","2022-03-20","12","Normal Day","no","Sunday","holiday","weekEnd"
"811","2022-03-21","12","Normal Day","no","Monday","not holiday","weekDay"
"812","2022-03-22","12","Normal Day","no","Tuesday","not holiday","weekDay"
"813","2022-03-23","12","Normal Day","no","Wednesday","not holiday","weekDay"
"814","2022-03-24","12","Normal Day","no","Thursday","not holiday","weekDay"
"815","2022-03-25","12","Normal Day","no","Friday","not holiday","weekDay"
"816","2022-03-26","13","Normal Day","no","Saturday","holiday","weekEnd"
"817","2022-03-27","13","Normal Day","no","Sunday","holiday","weekEnd"
"818","2022-03-28","13","Normal Day","no","Monday","not holiday","weekDay"
"819","2022-03-29","13","Normal Day","no","Tuesday","not holiday","weekDay"
"820","2022-03-30","13","Normal Day","no","Wednesday","not holiday","weekDay"
"821","2022-03-31","13","Normal Day","no","Thursday","not holiday","weekDay"
"822","2022-04-01","13","Normal Day","no","Friday","not holiday","weekDay"
"823","2022-04-02","14","Normal Day","no","Saturday","holiday","weekEnd"
"824","2022-04-03","14","Normal Day","no","Sunday","holiday","weekEnd"
"825","2022-04-04","14","Normal Day","no","Monday","not holiday","weekDay"
"826","2022-04-05","14","Normal Day","no","Tuesday","not holiday","weekDay"
"827","2022-04-06","14","Chakri Memorial Day","no","Wednesday","holiday","Spacial"
"828","2022-04-07","14","Normal Day","no","Thursday","not holiday","weekDay"
"829","2022-04-08","14","Normal Day","no","Friday","not holiday","weekDay"
"830","2022-04-09","15","Normal Day","no","Saturday","holiday","weekEnd"
"831","2022-04-10","15","Normal Day","no","Sunday","holiday","weekEnd"
"832","2022-04-11","15","Normal Day","no","Monday","not holiday","weekDay"
"833","2022-04-12","15","Normal Day","no","Tuesday","not holiday","weekDay"
"834","2022-04-13","15","Songkran Festival","yes","Wednesday","holiday","Spacial"
"835","2022-04-14","15","Songkran Festival","yes","Thursday","holiday","Spacial"
"836","2022-04-15","15","Songkran Festival","yes","Friday","holiday","Spacial"
"837","2022-04-16","16","Normal Day","yes","Saturday","holiday","weekEnd"
"838","2022-04-17","16","Normal Day","yes","Sunday","holiday","weekEnd"
"839","2022-04-18","16","Normal Day","no","Monday","not holiday","weekDay"
"840","2022-04-19","16","Normal Day","no","Tuesday","not holiday","weekDay"
"841","2022-04-20","16","Normal Day","no","Wednesday","not holiday","weekDay"
"842","2022-04-21","16","Normal Day","no","Thursday","not holiday","weekDay"
"843","2022-04-22","16","Normal Day","no","Friday","not holiday","weekDay"
"844","2022-04-23","17","Normal Day","no","Saturday","holiday","weekEnd"
"845","2022-04-24","17","Normal Day","no","Sunday","holiday","weekEnd"
"846","2022-04-25","17","Normal Day","no","Monday","not holiday","weekDay"
"847","2022-04-26","17","Normal Day","no","Tuesday","not holiday","weekDay"
"848","2022-04-27","17","Normal Day","no","Wednesday","not holiday","weekDay"
"849","2022-04-28","17","Normal Day","no","Thursday","not holiday","weekDay"
"850","2022-04-29","17","Normal Day","no","Friday","not holiday","weekDay"
"851","2022-04-30","18","Normal Day","yes","Saturday","holiday","weekEnd"
"852","2022-05-01","18","Labour Day","yes","Sunday","holiday","Spacial"
"853","2022-05-02","18","Compensatory Holiday","yes","Monday","holiday","Spacial"
"854","2022-05-03","18","Normal Day","no","Tuesday","not holiday","weekDay"
"855","2022-05-04","18","Coronation Day","no","Wednesday","holiday","Spacial"
"856","2022-05-05","18","Normal Day","no","Thursday","not holiday","weekDay"
"857","2022-05-06","18","Normal Day","no","Friday","not holiday","weekDay"
"858","2022-05-07","19","Normal Day","no","Saturday","holiday","weekEnd"
"859","2022-05-08","19","Normal Day","no","Sunday","holiday","weekEnd"
"860","2022-05-09","19","Normal Day","no","Monday","not holiday","weekDay"
"861","2022-05-10","19","Normal Day","no","Tuesday","not holiday","weekDay"
"862","2022-05-11","19","Normal Day","no","Wednesday","not holiday","weekDay"
"863","2022-05-12","19","Normal Day","no","Thursday","not holiday","weekDay"
"864","2022-05-13","19","Royal Ploughing Ceremony","yes","Friday","holiday","Spacial"
"865","2022-05-14","20","Normal Day","yes","Saturday","holiday","weekEnd"
"866","2022-05-15","20","Vesak Day","yes","Sunday","holiday","Spacial"
"867","2022-05-16","20","Compensatory Holiday","yes","Monday","holiday","Spacial"
"868","2022-05-17","20","Normal Day","no","Tuesday","not holiday","weekDay"
"869","2022-05-18","20","Normal Day","no","Wednesday","not holiday","weekDay"
"870","2022-05-19","20","Normal Day","no","Thursday","not holiday","weekDay"
"871","2022-05-20","20","Normal Day","no","Friday","not holiday","weekDay"
"872","2022-05-21","21","Normal Day","no","Saturday","holiday","weekEnd"
"873","2022-05-22","21","Normal Day","no","Sunday","holiday","weekEnd"
"874","2022-05-23","21","Normal Day","no","Monday","not holiday","weekDay"
"875","2022-05-24","21","Normal Day","no","Tuesday","not holiday","weekDay"
"876","2022-05-25","21","Normal Day","no","Wednesday","not holiday","weekDay"
"877","2022-05-26","21","Normal Day","no","Thursday","not holiday","weekDay"
"878","2022-05-27","21","Normal Day","no","Friday","not holiday","weekDay"
"879","2022-05-28","22","Normal Day","no","Saturday","holiday","weekEnd"
"880","2022-05-29","22","Normal Day","no","Sunday","holiday","weekEnd"
"881","2022-05-30","22","Normal Day","no","Monday","not holiday","weekDay"
"882","2022-05-31","22","Normal Day","no","Tuesday","not holiday","weekDay"
"883","2022-06-01","22","Normal Day","no","Wednesday","not holiday","weekDay"
"884","2022-06-02","22","Normal Day","no","Thursday","not holiday","weekDay"
"885","2022-06-03","22","H.M. The Queen Suthida's Birthday","yes","Friday","holiday","Spacial"
"886","2022-06-04","23","Normal Day","yes","Saturday","holiday","weekEnd"
"887","2022-06-05","23","Normal Day","yes","Sunday","holiday","weekEnd"
"888","2022-06-06","23","Normal Day","no","Monday","not holiday","weekDay"
"889","2022-06-07","23","Normal Day","no","Tuesday","not holiday","weekDay"
"890","2022-06-08","23","Normal Day","no","Wednesday","not holiday","weekDay"
"891","2022-06-09","23","Normal Day","no","Thursday","not holiday","weekDay"
"892","2022-06-10","23","Normal Day","no","Friday","not holiday","weekDay"
"893","2022-06-11","24","Normal Day","no","Saturday","holiday","weekEnd"
"894","2022-06-12","24","Normal Day","no","Sunday","holiday","weekEnd"
"895","2022-06-13","24","Normal Day","no","Monday","not holiday","weekDay"
"896","2022-06-14","24","Normal Day","no","Tuesday","not holiday","weekDay"
"897","2022-06-15","24","Normal Day","no","Wednesday","not holiday","weekDay"
"898","2022-06-16","24","Normal Day","no","Thursday","not holiday","weekDay"
"899","2022-06-17","24","Normal Day","no","Friday","not holiday","weekDay"
"900","2022-06-18","25","Normal Day","no","Saturday","holiday","weekEnd"
"901","2022-06-19","25","Normal Day","no","Sunday","holiday","weekEnd"
"902","2022-06-20","25","Normal Day","no","Monday","not holiday","weekDay"
"903","2022-06-21","25","Normal Day","no","Tuesday","not holiday","weekDay"
"904","2022-06-22","25","Normal Day","no","Wednesday","not holiday","weekDay"
"905","2022-06-23","25","Normal Day","no","Thursday","not holiday","weekDay"
"906","2022-06-24","25","Normal Day","no","Friday","not holiday","weekDay"
"907","2022-06-25","26","Normal Day","no","Saturday","holiday","weekEnd"
"908","2022-06-26","26","Normal Day","no","Sunday","holiday","weekEnd"
"909","2022-06-27","26","Normal Day","no","Monday","not holiday","weekDay"
"910","2022-06-28","26","Normal Day","no","Tuesday","not holiday","weekDay"
"911","2022-06-29","26","Normal Day","no","Wednesday","not holiday","weekDay"
"912","2022-06-30","26","Normal Day","no","Thursday","not holiday","weekDay"
"913","2022-07-01","26","Normal Day","no","Friday","not holiday","weekDay"
"914","2022-07-02","27","Normal Day","no","Saturday","holiday","weekEnd"
"915","2022-07-03","27","Normal Day","no","Sunday","holiday","weekEnd"
"916","2022-07-04","27","Normal Day","no","Monday","not holiday","weekDay"
"917","2022-07-05","27","Normal Day","no","Tuesday","not holiday","weekDay"
"918","2022-07-06","27","Normal Day","no","Wednesday","not holiday","weekDay"
"919","2022-07-07","27","Normal Day","no","Thursday","not holiday","weekDay"
"920","2022-07-08","27","Normal Day","no","Friday","not holiday","weekDay"
"921","2022-07-09","28","Normal Day","no","Saturday","holiday","weekEnd"
"922","2022-07-10","28","Normal Day","no","Sunday","holiday","weekEnd"
"923","2022-07-11","28","Normal Day","no","Monday","not holiday","weekDay"
"924","2022-07-12","28","Normal Day","no","Tuesday","not holiday","weekDay"
"925","2022-07-13","28","Asalha Puja Day","yes","Wednesday","holiday","Spacial"
"926","2022-07-14","28","Buddhist Lent Day","yes","Thursday","holiday","Spacial"
"927","2022-07-15","28","Special Holidays","yes","Friday","holiday","Spacial"
"928","2022-07-16","29","Normal Day","yes","Saturday","holiday","weekEnd"
"929","2022-07-17","29","Normal Day","yes","Sunday","holiday","weekEnd"
"930","2022-07-18","29","Normal Day","no","Monday","not holiday","weekDay"
"931","2022-07-19","29","Normal Day","no","Tuesday","not holiday","weekDay"
"932","2022-07-20","29","Normal Day","no","Wednesday","not holiday","weekDay"
"933","2022-07-21","29","Normal Day","no","Thursday","not holiday","weekDay"
"934","2022-07-22","29","Normal Day","no","Friday","not holiday","weekDay"
"935","2022-07-23","30","Normal Day","no","Saturday","holiday","weekEnd"
"936","2022-07-24","30","Normal Day","no","Sunday","holiday","weekEnd"
"937","2022-07-25","30","Normal Day","no","Monday","not holiday","weekDay"
"938","2022-07-26","30","Normal Day","no","Tuesday","not holiday","weekDay"
"939","2022-07-27","30","Normal Day","no","Wednesday","not holiday","weekDay"
"940","2022-07-28","30","H.M.King Maha Vajiralongkorn's Birthday","no","Thursday","holiday","Spacial"
"941","2022-07-29","30","Special Holidays","no","Friday","holiday","Spacial"
"942","2022-07-30","31","Normal Day","no","Saturday","holiday","weekEnd"
"943","2022-07-31","31","Normal Day","no","Sunday","holiday","weekEnd"
"944","2022-08-01","31","Normal Day","no","Monday","not holiday","weekDay"
"945","2022-08-02","31","Normal Day","no","Tuesday","not holiday","weekDay"
"946","2022-08-03","31","Normal Day","no","Wednesday","not holiday","weekDay"
"947","2022-08-04","31","Normal Day","no","Thursday","not holiday","weekDay"
"948","2022-08-05","31","Normal Day","no","Friday","not holiday","weekDay"
"949","2022-08-06","32","Normal Day","no","Saturday","holiday","weekEnd"
"950","2022-08-07","32","Normal Day","no","Sunday","holiday","weekEnd"
"951","2022-08-08","32","Normal Day","no","Monday","not holiday","weekDay"
"952","2022-08-09","32","Normal Day","no","Tuesday","not holiday","weekDay"
"953","2022-08-10","32","Normal Day","no","Wednesday","not holiday","weekDay"
"954","2022-08-11","32","Normal Day","no","Thursday","not holiday","weekDay"
"955","2022-08-12","32","Mother's Day","yes","Friday","holiday","Spacial"
"956","2022-08-13","33","Normal Day","yes","Saturday","holiday","weekEnd"
"957","2022-08-14","33","Normal Day","yes","Sunday","holiday","weekEnd"
"958","2022-08-15","33","Normal Day","no","Monday","not holiday","weekDay"
"959","2022-08-16","33","Normal Day","no","Tuesday","not holiday","weekDay"
"960","2022-08-17","33","Normal Day","no","Wednesday","not holiday","weekDay"
"961","2022-08-18","33","Normal Day","no","Thursday","not holiday","weekDay"
"962","2022-08-19","33","Normal Day","no","Friday","not holiday","weekDay"
"963","2022-08-20","34","Normal Day","no","Saturday","holiday","weekEnd"
"964","2022-08-21","34","Normal Day","no","Sunday","holiday","weekEnd"
"965","2022-08-22","34","Normal Day","no","Monday","not holiday","weekDay"
"966","2022-08-23","34","Normal Day","no","Tuesday","not holiday","weekDay"
"967","2022-08-24","34","Normal Day","no","Wednesday","not holiday","weekDay"
"968","2022-08-25","34","Normal Day","no","Thursday","not holiday","weekDay"
"969","2022-08-26","34","Normal Day","no","Friday","not holiday","weekDay"
"970","2022-08-27","35","Normal Day","no","Saturday","holiday","weekEnd"
"971","2022-08-28","35","Normal Day","no","Sunday","holiday","weekEnd"
"972","2022-08-29","35","Normal Day","no","Monday","not holiday","weekDay"
"973","2022-08-30","35","Normal Day","no","Tuesday","not holiday","weekDay"
"974","2022-08-31","35","Normal Day","no","Wednesday","not holiday","weekDay"
"975","2022-09-01","35","Normal Day","no","Thursday","not holiday","weekDay"
"976","2022-09-02","35","Normal Day","no","Friday","not holiday","weekDay"
"977","2022-09-03","36","Normal Day","no","Saturday","holiday","weekEnd"
"978","2022-09-04","36","Normal Day","no","Sunday","holiday","weekEnd"
"979","2022-09-05","36","Normal Day","no","Monday","not holiday","weekDay"
"980","2022-09-06","36","Normal Day","no","Tuesday","not holiday","weekDay"
"981","2022-09-07","36","Normal Day","no","Wednesday","not holiday","weekDay"
"982","2022-09-08","36","Normal Day","no","Thursday","not holiday","weekDay"
"983","2022-09-09","36","Normal Day","no","Friday","not holiday","weekDay"
"984","2022-09-10","37","Normal Day","no","Saturday","holiday","weekEnd"
"985","2022-09-11","37","Normal Day","no","Sunday","holiday","weekEnd"
"986","2022-09-12","37","Normal Day","no","Monday","not holiday","weekDay"
"987","2022-09-13","37","Normal Day","no","Tuesday","not holiday","weekDay"
"988","2022-09-14","37","Normal Day","no","Wednesday","not holiday","weekDay"
"989","2022-09-15","37","Normal Day","no","Thursday","not holiday","weekDay"
"990","2022-09-16","37","Normal Day","no","Friday","not holiday","weekDay"
"991","2022-09-17","38","Normal Day","no","Saturday","holiday","weekEnd"
"992","2022-09-18","38","Normal Day","no","Sunday","holiday","weekEnd"
"993","2022-09-19","38","Normal Day","no","Monday","not holiday","weekDay"
"994","2022-09-20","38","Normal Day","no","Tuesday","not holiday","weekDay"
"995","2022-09-21","38","Normal Day","no","Wednesday","not holiday","weekDay"
"996","2022-09-22","38","Normal Day","no","Thursday","not holiday","weekDay"
"997","2022-09-23","38","Normal Day","no","Friday","not holiday","weekDay"
"998","2022-09-24","39","Normal Day","no","Saturday","holiday","weekEnd"
"999","2022-09-25","39","Normal Day","no","Sunday","holiday","weekEnd"
"1000","2022-09-26","39","Normal Day","no","Monday","not holiday","weekDay"
"1001","2022-09-27","39","Normal Day","no","Tuesday","not holiday","weekDay"
"1002","2022-09-28","39","Normal Day","no","Wednesday","not holiday","weekDay"
"1003","2022-09-29","39","Normal Day","no","Thursday","not holiday","weekDay"
"1004","2022-09-30","39","Normal Day","no","Friday","not holiday","weekDay"
"1005","2022-10-01","40","Normal Day","no","Saturday","holiday","weekEnd"
"1006","2022-10-02","40","Normal Day","no","Sunday","holiday","weekEnd"
"1007","2022-10-03","40","Normal Day","no","Monday","not holiday","weekDay"
"1008","2022-10-04","40","Normal Day","no","Tuesday","not holiday","weekDay"
"1009","2022-10-05","40","Normal Day","no","Wednesday","not holiday","weekDay"
"1010","2022-10-06","40","Normal Day","no","Thursday","not holiday","weekDay"
"1011","2022-10-07","40","Normal Day","no","Friday","not holiday","weekDay"
"1012","2022-10-08","41","Normal Day","no","Saturday","holiday","weekEnd"
"1013","2022-10-09","41","Normal Day","no","Sunday","holiday","weekEnd"
"1014","2022-10-10","41","Normal Day","no","Monday","not holiday","weekDay"
"1015","2022-10-11","41","Normal Day","no","Tuesday","not holiday","weekDay"
"1016","2022-10-12","41","Normal Day","no","Wednesday","not holiday","weekDay"
"1017","2022-10-13","41","H.M. King Bhumibol Adulyadej Memorial Day","yes","Thursday","holiday","Spacial"
"1018","2022-10-14","41","Special Holidays","yes","Friday","holiday","Spacial"
"1019","2022-10-15","42","Normal Day","yes","Saturday","holiday","weekEnd"
"1020","2022-10-16","42","Normal Day","yes","Sunday","holiday","weekEnd"
"1021","2022-10-17","42","Normal Day","no","Monday","not holiday","weekDay"
"1022","2022-10-18","42","Normal Day","no","Tuesday","not holiday","weekDay"
"1023","2022-10-19","42","Normal Day","no","Wednesday","not holiday","weekDay"
"1024","2022-10-20","42","Normal Day","no","Thursday","not holiday","weekDay"
"1025","2022-10-21","42","Normal Day","no","Friday","not holiday","weekDay"
"1026","2022-10-22","43","Normal Day","yes","Saturday","holiday","weekEnd"
"1027","2022-10-23","43","Chulalongkorn Day","yes","Sunday","holiday","Spacial"
"1028","2022-10-24","43","Compensatory Holiday","yes","Monday","holiday","Spacial"
"1029","2022-10-25","43","Normal Day","no","Tuesday","not holiday","weekDay"
"1030","2022-10-26","43","Normal Day","no","Wednesday","not holiday","weekDay"
"1031","2022-10-27","43","Normal Day","no","Thursday","not holiday","weekDay"
"1032","2022-10-28","43","Normal Day","no","Friday","not holiday","weekDay"
"1033","2022-10-29","44","Normal Day","no","Saturday","holiday","weekEnd"
"1034","2022-10-30","44","Normal Day","no","Sunday","holiday","weekEnd"
"1035","2022-10-31","44","Normal Day","no","Monday","not holiday","weekDay"
"1036","2022-11-01","44","Normal Day","no","Tuesday","not holiday","weekDay"
"1037","2022-11-02","44","Normal Day","no","Wednesday","not holiday","weekDay"
"1038","2022-11-03","44","Normal Day","no","Thursday","not holiday","weekDay"
"1039","2022-11-04","44","Normal Day","no","Friday","not holiday","weekDay"
"1040","2022-11-05","45","Normal Day","no","Saturday","holiday","weekEnd"
"1041","2022-11-06","45","Normal Day","no","Sunday","holiday","weekEnd"
"1042","2022-11-07","45","Normal Day","no","Monday","not holiday","weekDay"
"1043","2022-11-08","45","Normal Day","no","Tuesday","not holiday","weekDay"
"1044","2022-11-09","45","Normal Day","no","Wednesday","not holiday","weekDay"
"1045","2022-11-10","45","Normal Day","no","Thursday","not holiday","weekDay"
"1046","2022-11-11","45","Normal Day","no","Friday","not holiday","weekDay"
"1047","2022-11-12","46","Normal Day","no","Saturday","holiday","weekEnd"
"1048","2022-11-13","46","Normal Day","no","Sunday","holiday","weekEnd"
"1049","2022-11-14","46","Normal Day","no","Monday","not holiday","weekDay"
"1050","2022-11-15","46","Normal Day","no","Tuesday","not holiday","weekDay"
"1051","2022-11-16","46","Normal Day","no","Wednesday","not holiday","weekDay"
"1052","2022-11-17","46","Normal Day","no","Thursday","not holiday","weekDay"
"1053","2022-11-18","46","Normal Day","no","Friday","not holiday","weekDay"
"1054","2022-11-19","47","Normal Day","no","Saturday","holiday","weekEnd"
"1055","2022-11-20","47","Normal Day","no","Sunday","holiday","weekEnd"
"1056","2022-11-21","47","Normal Day","no","Monday","not holiday","weekDay"
"1057","2022-11-22","47","Normal Day","no","Tuesday","not holiday","weekDay"
"1058","2022-11-23","47","Normal Day","no","Wednesday","not holiday","weekDay"
"1059","2022-11-24","47","Normal Day","no","Thursday","not holiday","weekDay"
"1060","2022-11-25","47","Normal Day","no","Friday","not holiday","weekDay"
"1061","2022-11-26","48","Normal Day","no","Saturday","holiday","weekEnd"
"1062","2022-11-27","48","Normal Day","no","Sunday","holiday","weekEnd"
"1063","2022-11-28","48","Normal Day","no","Monday","not holiday","weekDay"
"1064","2022-11-29","48","Normal Day","no","Tuesday","not holiday","weekDay"
"1065","2022-11-30","48","Normal Day","no","Wednesday","not holiday","weekDay"
"1066","2022-12-01","48","Normal Day","no","Thursday","not holiday","weekDay"
"1067","2022-12-02","48","Normal Day","no","Friday","not holiday","weekDay"
"1068","2022-12-03","49","Normal Day","yes","Saturday","holiday","weekEnd"
"1069","2022-12-04","49","Normal Day","yes","Sunday","holiday","weekEnd"
"1070","2022-12-05","49","Father's Day","yes","Monday","holiday","Spacial"
"1071","2022-12-06","49","Normal Day","no","Tuesday","not holiday","weekDay"
"1072","2022-12-07","49","Normal Day","no","Wednesday","not holiday","weekDay"
"1073","2022-12-08","49","Normal Day","no","Thursday","not holiday","weekDay"
"1074","2022-12-09","49","Normal Day","no","Friday","not holiday","weekDay"
"1075","2022-12-10","50","Constitution Day","yes","Saturday","holiday","Spacial"
"1076","2022-12-11","50","Normal Day","yes","Sunday","holiday","weekEnd"
"1077","2022-12-12","50","Compensatory Holiday","yes","Monday","holiday","Spacial"
"1078","2022-12-13","50","Normal Day","no","Tuesday","not holiday","weekDay"
"1079","2022-12-14","50","Normal Day","no","Wednesday","not holiday","weekDay"
"1080","2022-12-15","50","Normal Day","no","Thursday","not holiday","weekDay"
"1081","2022-12-16","50","Normal Day","no","Friday","not holiday","weekDay"
"1082","2022-12-17","51","Normal Day","no","Saturday","holiday","weekEnd"
"1083","2022-12-18","51","Normal Day","no","Sunday","holiday","weekEnd"
"1084","2022-12-19","51","Normal Day","no","Monday","not holiday","weekDay"
"1085","2022-12-20","51","Normal Day","no","Tuesday","not holiday","weekDay"
"1086","2022-12-21","51","Normal Day","no","Wednesday","not holiday","weekDay"
"1087","2022-12-22","51","Normal Day","no","Thursday","not holiday","weekDay"
"1088","2022-12-23","51","Normal Day","no","Friday","not holiday","weekDay"
"1089","2022-12-24","52","Normal Day","no","Saturday","holiday","weekEnd"
"1090","2022-12-25","52","Normal Day","no","Sunday","holiday","weekEnd"
"1091","2022-12-26","52","Normal Day","no","Monday","not holiday","weekDay"
"1092","2022-12-27","52","Normal Day","no","Tuesday","not holiday","weekDay"
"1093","2022-12-28","52","Normal Day","no","Wednesday","not holiday","weekDay"
"1094","2022-12-29","52","Normal Day","no","Thursday","not holiday","weekDay"
"1095","2022-12-30","52","Special Holidays","yes","Friday","holiday","Spacial"
"1096","2022-12-31","53","New Year's Eve","yes","Saturday","holiday","Spacial"
"1097","2023-01-01","1","New Year's Day","yes","Sunday","holiday","Spacial"
"1098","2023-01-02","1","Compensatory Holiday","yes","Monday","holiday","Spacial"
"1099","2023-01-03","1","Normal Day","no","Tuesday","not holiday","weekDay"
"1100","2023-01-04","1","Normal Day","no","Wednesday","not holiday","weekDay"
"1101","2023-01-05","1","Normal Day","no","Thursday","not holiday","weekDay"
"1102","2023-01-06","1","Normal Day","no","Friday","not holiday","weekDay"
"1103","2023-01-07","1","Normal Day","no","Saturday","holiday","weekEnd"
"1104","2023-01-08","2","Normal Day","no","Sunday","holiday","weekEnd"
"1105","2023-01-09","2","Normal Day","no","Monday","not holiday","weekDay"
"1106","2023-01-10","2","Normal Day","no","Tuesday","not holiday","weekDay"
"1107","2023-01-11","2","Normal Day","no","Wednesday","not holiday","weekDay"
"1108","2023-01-12","2","Normal Day","no","Thursday","not holiday","weekDay"
"1109","2023-01-13","2","Normal Day","no","Friday","not holiday","weekDay"
"1110","2023-01-14","2","Normal Day","no","Saturday","holiday","weekEnd"
"1111","2023-01-15","3","Normal Day","no","Sunday","holiday","weekEnd"
"1112","2023-01-16","3","Normal Day","no","Monday","not holiday","weekDay"
"1113","2023-01-17","3","Normal Day","no","Tuesday","not holiday","weekDay"
"1114","2023-01-18","3","Normal Day","no","Wednesday","not holiday","weekDay"
"1115","2023-01-19","3","Normal Day","no","Thursday","not holiday","weekDay"
"1116","2023-01-20","3","Normal Day","no","Friday","not holiday","weekDay"
"1117","2023-01-21","3","Normal Day","no","Saturday","holiday","weekEnd"
"1118","2023-01-22","4","Normal Day","no","Sunday","holiday","weekEnd"
"1119","2023-01-23","4","Normal Day","no","Monday","not holiday","weekDay"
"1120","2023-01-24","4","Normal Day","no","Tuesday","not holiday","weekDay"
"1121","2023-01-25","4","Normal Day","no","Wednesday","not holiday","weekDay"
"1122","2023-01-26","4","Normal Day","no","Thursday","not holiday","weekDay"
"1123","2023-01-27","4","Normal Day","no","Friday","not holiday","weekDay"
"1124","2023-01-28","4","Normal Day","no","Saturday","holiday","weekEnd"
"1125","2023-01-29","5","Normal Day","no","Sunday","holiday","weekEnd"
"1126","2023-01-30","5","Normal Day","no","Monday","not holiday","weekDay"
"1127","2023-01-31","5","Normal Day","no","Tuesday","not holiday","weekDay"
"1128","2023-02-01","5","Normal Day","no","Wednesday","not holiday","weekDay"
"1129","2023-02-02","5","Normal Day","no","Thursday","not holiday","weekDay"
"1130","2023-02-03","5","Normal Day","no","Friday","not holiday","weekDay"
"1131","2023-02-04","5","Normal Day","no","Saturday","holiday","weekEnd"
"1132","2023-02-05","6","Normal Day","no","Sunday","holiday","weekEnd"
"1133","2023-02-06","6","Normal Day","no","Monday","not holiday","weekDay"
"1134","2023-02-07","6","Normal Day","no","Tuesday","not holiday","weekDay"
"1135","2023-02-08","6","Normal Day","no","Wednesday","not holiday","weekDay"
"1136","2023-02-09","6","Normal Day","no","Thursday","not holiday","weekDay"
"1137","2023-02-10","6","Normal Day","no","Friday","not holiday","weekDay"
"1138","2023-02-11","6","Normal Day","no","Saturday","holiday","weekEnd"
"1139","2023-02-12","7","Normal Day","no","Sunday","holiday","weekEnd"
"1140","2023-02-13","7","Normal Day","no","Monday","not holiday","weekDay"
"1141","2023-02-14","7","Normal Day","no","Tuesday","not holiday","weekDay"
"1142","2023-02-15","7","Normal Day","no","Wednesday","not holiday","weekDay"
"1143","2023-02-16","7","Normal Day","no","Thursday","not holiday","weekDay"
"1144","2023-02-17","7","Normal Day","no","Friday","not holiday","weekDay"
"1145","2023-02-18","7","Normal Day","no","Saturday","holiday","weekEnd"
"1146","2023-02-19","8","Normal Day","no","Sunday","holiday","weekEnd"
